Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
COBRA,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,11/11/2013,K15-013094,DS75,A316720,3/11/2015,3/14/2015,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
NORI,DOG,SIBERIAN HUSKY,WHITE/BLACK,Neutered,LARGE,8/28/2014,K15-012331,DS80,A343293,1/6/2015,1/7/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462(38.468829, -123.018829)",1
,CAT,SNOWSHOE/MIX,LYNX PT/WHITE,Unknown,SMALL,,K16-018832,CS06,A337027,5/13/2016,5/17/2016,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CHICO,DOG,BEAGLE/CHIHUAHUA SH,WHITE/TAN,Neutered,TOY,10/13/2011,K15-012917,DA24,A305604,2/24/2015,9/19/2015,207,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K16-020941,CS06,A342983,9/28/2016,10/6/2016,8,STRAY,OVER THE COUNTER,EUTHANIZE,FERAL,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
JASMINE,DOG,BOXER,FAWN,Spayed,MED,10/11/2008,K16-018969,DA19,A312678,5/24/2016,6/8/2016,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
CHARLIE,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,11/1/2013,K14-010119,DA03,A309778,8/5/2014,9/12/2014,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95452,"95452(38.416879, -122.549913)",1
SNOWY,DOG,CHIHUAHUA SH,WHITE,Neutered,SMALL,2/21/2011,K14-008826,DA03,A303099,5/13/2014,6/19/2014,37,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,*PETALUMA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
LUNA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,4/8/2012,K16-018221,DS88,A285668,3/26/2016,4/28/2016,33,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,G SHEP NC,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,95015,"95015(37.319314, -122.029264)",1
,OTHER,PEAFOWL,BLUE,Male,SMALL,,K15-013339,LS03,A319460,3/27/2015,3/27/2015,0,STRAY,FIELD,ESCAPED/STOLEN,IN KENNEL,HEALTHY,HEALTHY,COUNTY,,,,1
RILEY,DOG,CHIHUAHUA SH/MIX,TAN,Male,TOY,1/23/2014,K16-020692,TRUCK,A313321,9/9/2016,9/9/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
PIXIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,12/1/2017,K18-027132,LOBBY,A367864,1/31/2018,2/3/2018,3,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
LUNA,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,2/3/2016,K16-021885,DA29,A346238,12/14/2016,1/11/2017,28,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1
*DILLON,CAT,DOMESTIC SH,ORG TABBY,Neutered,MED,5/15/2009,K15-013793,49ERPET,A321281,5/5/2015,6/23/2015,49,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94941,"94941(37.896402, -122.547447)",1
COOCHIE,DOG,PEKINGESE/MIX,TAN,Spayed,SMALL,9/29/2006,K16-018669,DS93,A310426,4/30/2016,5/3/2016,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
,OTHER,GUINEA PIG,TRICOLOR,Unknown,SMALL,,K16-018457,CI02,A335510,4/13/2016,4/20/2016,7,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,SIAMESE/MIX,BLUE PT/WHITE,Neutered,SMALL,,K17-025928,TX,A362736,10/19/2017,10/23/2017,4,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,,1
JAKA,DOG,BULL TERRIER/MIX,BLACK/WHITE,Neutered,MED,11/5/2009,K14-007495,DS76,A289970,1/28/2014,2/11/2014,14,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*ALBERT,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,6/15/2016,K16-020418,LOBBY,A341301,8/23/2016,9/3/2016,11,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
POPEYE,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,8/15/2014,K16-021306,DS63,A344439,10/26/2016,10/29/2016,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
ZEUS BEAR,CAT,DOMESTIC LH,WHITE/BRN TABBY,Neutered,KITTN,8/6/2014,K14-011642,MISSING,A313510,11/6/2014,11/25/2014,19,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
NIKITA,DOG,AUST CATTLE DOG/MIX,RED/WHITE,Spayed,MED,8/30/2014,K15-014491,DA36,A323026,6/17/2015,7/2/2015,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,DOG,POODLE TOY/MIX,BLACK,Male,SMALL,1/28/2011,K15-012578,DQ117,A316229,1/28/2015,2/26/2015,29,STRAY,PRIV_SHELT,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
CHARLIE,DOG,PIT BULL,BROWN/WHITE,Male,MED,,K16-020660,DS94,A342023,9/7/2016,9/9/2016,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*SONOMA,COUNTY,95476,"95476(38.280393, -122.464588)",1
JULIET,CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,5/16/2000,K15-014017,SMM,A321759,5/16/2015,5/20/2015,4,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,,K16-021367,EUTH,A344635,10/28/2016,10/28/2016,0,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K15-014942,CS06,A324339,7/14/2015,7/28/2015,14,CONFISCATE,FLD_CRUEL,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,DOG,GREAT PYRENEES,WHITE,Male,LARGE,,K15-015662,TRUCK,A326389,8/28/2015,9/12/2015,15,STRAY,FIELD,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
BETTY,DOG,AUST CATTLE DOG,RED TICK,Female,MED,12/27/2013,K17-026810,DS93,A366453,12/27/2017,12/28/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*MINI,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,7/10/2008,K14-009402,DA48,A308154,6/20/2014,7/10/2014,20,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
BODHI,DOG,LHASA APSO/MIX,BROWN/WHITE,Neutered,SMALL,2/1/2010,K17-024158,DS90,A354537,6/28/2017,6/30/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
CHARITY,DOG,CHIHUAHUA SH,TAN,Female,SMALL,8/1/2002,K17-022861,DS50,A286588,3/21/2017,3/22/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
SOPHIE,DOG,PIT BULL,BLUE TIGER,Spayed,MED,12/14/2010,K14-009277,DS85,A307926,6/12/2014,6/14/2014,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94709,"94709(37.879005, -122.266902)",1
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,4/20/2017,K17-023381,RECEIVING,A352302,5/5/2017,5/5/2017,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
*MORRIS,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,1/11/2016,K17-026777,CA02,A366418,12/23/2017,1/23/2018,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
MOLLY,DOG,LABRADOR RETR/BORDER COLLIE,BLACK/WHITE,Spayed,MED,6/10/2014,K17-026003,DA23,A353906,10/24/2017,10/24/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95442,"95442(38.371317, -122.520506)",1
MILES,DOG,PIT BULL,BLUE/WHITE,Neutered,MED,2/4/2013,K15-015209,DQ118,A324832,8/1/2015,8/26/2015,25,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,OTHER,KOI,ORANGE,Unknown,SMALL,,K17-026380,SAL,A364787,10/24/2017,12/13/2017,50,STRAY,FIELD,ADOPTION,FB SCAS,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,95124,"95124(37.257218, -121.922723)",1
SAMMY,DOG,BELG MALINOIS,BROWN/BLACK,Neutered,PUPPY,5/19/2016,K17-022159,DA09,A347008,1/9/2017,1/27/2017,18,STRAY,VET_HOSP,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,97415,"97415(42.173482, -124.185173)",1
HEIDI,DOG,LHASA APSO,TAN,Spayed,SMALL,3/11/2002,K15-012292,DS95,A233128,1/2/2015,1/13/2015,11,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*SWEET PEA,DOG,CHINESE SHARPEI/MIX,BLACK,Spayed,MED,10/2/2012,K14-011107,DA41,A312437,10/2/2014,12/16/2014,75,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*HALEY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,6/3/2016,K16-020075,CS04,A340309,8/2/2016,8/12/2016,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
,CAT,DOMESTIC SH,ORANGE/WHITE,Unknown,KITTN,,K18-027965,TRUCK,A371150,4/24/2018,4/24/2018,0,STRAY,FIELD,TRANSFER,DOGWOOD,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
PABLO,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Neutered,MED,4/29/2010,K15-013464,DQ112,A319861,4/7/2015,4/8/2015,1,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,WHITE/BLACK,Male,SMALL,4/26/2017,K17-023549,RECEIVING,A352823,5/18/2017,5/18/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
DAISY,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,LARGE,1/28/2011,K14-011192,DS77,A266164,10/10/2014,10/10/2014,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*IRENE,OTHER,PARAKEET,GREEN,Female,SMALL,8/11/2012,K15-015203,LOBBY,A324823,7/31/2015,8/11/2015,11,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
TYRONE,DOG,BELG MALINOIS,BLACK/TAN,Male,LARGE,6/17/2015,K15-016810,DS84,A329704,11/16/2015,11/17/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*LUNA,DOG,VIZSLA/MIX,RED,Spayed,MED,11/18/2012,K17-023682,DQ112,A345468,5/30/2017,6/23/2017,24,TRANSFER,PRIV_SHELT,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,OUT OF COUNTY,,,,1
,CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,,K16-020516,CS06,A341717,8/30/2016,9/6/2016,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,ORG TABBY,Unknown,KITTN,,K16-020132,RECEIVING,A340562,8/4/2016,8/4/2016,0,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,,K16-021134,CS06,A343419,10/12/2016,10/18/2016,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
*SMILEY,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,3/4/2014,K14-008310,LOBBY,A304985,4/4/2014,5/13/2014,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
BARRY,DOG,PARSON RUSS TER/MIX,TAN,Neutered,SMALL,10/31/2014,K15-016631,DA41,A329395,10/31/2015,12/1/2015,31,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,8/22/2017,K17-025301,RECEIVING,A360885,9/13/2017,9/13/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
SIVA,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,7/24/2014,K15-014841,DA38,A324143,7/8/2015,7/25/2015,17,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
CALLIE,CAT,DOMESTIC SH,CALICO/WHITE,Spayed,SMALL,12/11/2009,K17-026418,CA02,A364873,11/22/2017,12/13/2017,21,CONFISCATE,FLD_EVICT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
LILY,DOG,SCHNAUZER MIN,GRAY/WHITE,Spayed,SMALL,9/9/2013,K15-012989,DS77,A317411,3/3/2015,3/3/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
CHOPPER-GIRL,DOG,AUST SHEPHERD,TRICOLOR,Spayed,MED,6/1/2006,K17-024888,DS61,A212205,8/16/2017,8/19/2017,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
SMOKEY,CAT,RUSSIAN BLUE/MIX,BLUE,Neutered,SMALL,6/14/2009,K16-019267,CI01,A338222,6/13/2016,6/14/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*SADIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,9/15/2014,K14-011262,LOBBY,A312743,10/15/2014,11/22/2014,38,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*BITSY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,8/2/2016,K16-020800,WESTFARM,A342458,9/17/2016,10/29/2016,42,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K17-023585,RECEIVING,A353163,5/20/2017,5/20/2017,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNDERAGEWT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,,1
VIOLET,DOG,SHIH TZU/MIX,BLACK,Female,TOY,6/11/2013,K15-014417,DS91,A322867,6/11/2015,6/12/2015,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
TANK,DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,3/23/2010,K15-013441,DA32,A289195,4/3/2015,5/1/2015,28,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
,OTHER,GOAT/ALPINE,WHITE/BLACK,Male,SMALL,2/8/2015,K15-012893,LS01,A317043,2/23/2015,3/4/2015,9,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95492,"95492(38.541541, -122.809202)",1
ZOE,DOG,POODLE MIN/MIX,TRICOLOR,Spayed,SMALL,9/22/2013,K14-010986,RECEIVING,A303128,9/25/2014,9/26/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CASSIE,CAT,DOMESTIC SH,CALICO,Spayed,KITTN,7/1/2017,K17-025154,CA02,A360551,9/1/2017,11/9/2017,69,STRAY,FIELD,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,KITTN,,K16-019876,CS06,A339923,7/20/2016,7/26/2016,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,DOG,BOXER/MIX,BLACK,Neutered,LARGE,,K14-011654,DS75,A313587,11/8/2014,11/22/2014,14,STRAY,OVER THE COUNTER,TRANSFER,NOAHS BARK,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,CAT,DOMESTIC SH,TORTIE,Female,SMALL,8/30/2001,K17-025019,SMM,A357634,8/24/2017,8/31/2017,7,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
*JUNEBUG,CAT,DOMESTIC MH,BLK TABBY,Spayed,KITTN,8/6/2016,K16-020635,CS04,A341984,9/6/2016,10/15/2016,39,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
LOLA,DOG,PIT BULL,BLUE/WHITE,Female,PUPPY,1/24/2014,K14-008354,DQ115,A305106,4/8/2014,4/9/2014,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,97754,"97754(44.260089, -120.602687)",1
LIMEY,DOG,IRISH SETTER,RED,Male,MED,,K14-012220,DS72,A315319,12/27/2014,12/30/2014,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.236012, -122.730241)",1
ROSIE,DOG,POODLE MIN/MIX,CREAM,Female,SMALL,,K15-016540,TRUCK,A329177,10/24/2015,10/24/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC SH,BRN TABBY,Female,KITTN,3/29/2017,K17-023309,CA03,A352170,4/29/2017,4/29/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
MAZAKEEN,CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,10/17/2016,K16-021933,LOBBY,A346402,12/17/2016,1/6/2017,20,OWNER SURRENDER,FIELD,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
TIGER,CAT,DOMESTIC SH,GRAY TABBY,Neutered,MED,3/18/1995,K14-008054,SMM,A303878,3/13/2014,3/18/2014,5,TRANSFER,VET_HOSP,RETURN TO OWNER,RETURN TO OWNER,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SANCHO,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,10/18/2015,K18-027885,TRUCK,A338796,4/18/2018,4/18/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,OTHER,MOUSE,WHITE,Female,SMALL,,K17-023258,CI02,A351395,4/25/2017,4/29/2017,4,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
*ELLEN,CAT,DOMESTIC LH,BRN TABBY/WHITE,Spayed,KITTN,9/5/2014,K14-011482,DEBBIES,A313122,10/27/2014,11/16/2014,20,TRANSFER,VET_HOSP,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BLACK,Neutered,LARGE,3/26/2012,K14-008188,CI02,A304621,3/26/2014,3/27/2014,1,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
*FLOYD,DOG,AUST KELPIE/MIX,RED/WHITE,Neutered,MED,6/8/2013,K17-023668,DA45,A353347,5/28/2017,6/14/2017,17,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95412,"95412(38.705157, -123.351858)",1
*MITCH,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,9/30/2014,K14-012039,LOBBY,A314787,12/10/2014,12/20/2014,10,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,,K16-018587,RECEIVING,A336012,4/23/2016,4/23/2016,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
GUY,DOG,LABRADOR RETR,BLACK/WHITE,Male,LARGE,5/3/2008,K16-021429,DS61,A344725,11/2/2016,11/4/2016,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
MAISY,DOG,PARSON RUSS TER/MIX,TRICOLOR,Spayed,SMALL,1/4/2016,K16-022000,DA47,A346725,12/23/2016,1/5/2017,13,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
RUGER,DOG,PIT BULL/MIX,FAWN,Neutered,MED,2/17/2015,K16-017709,DI097,A332746,2/5/2016,2/23/2016,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
